Name,Subtitle,Acceleration,TopSpeed,Range,Efficiency,FastChargeSpeed,Drive,NumberofSeats,PriceinGermany,PriceinUK,AveragePrice,RangePerPrice,EnergyEfficiency,SpeedCategory,RangeCategory,PriceCategory,Drive_encoded,SpeedCategory_encoded,RangeCategory_encoded,PriceCategory_encoded
Mercedes EQE SUV 500 4MATIC,90.6 kWh useable battery          Available since December 2022,5.0,210.0,455.0,199.0,680.0,All Wheel Drive,5,115000.0,108760.0,111880.0,0.004066820997309642,2.275,Fast,Long,Premium,0,0,0,3
Mercedes EQE SUV AMG 43 4MATIC,90.6 kWh useable battery          Available since December 2022,4.3,210.0,435.0,208.0,650.0,All Wheel Drive,5,124920.0,0.0,62460.0,0.006964345751749091,2.0813397129186604,Fast,Long,Mid-range,0,0,0,2
Mercedes EQE SUV AMG 53 4MATIC+,90.6 kWh useable battery          Expected from May 2023,3.5,240.0,425.0,213.0,630.0,All Wheel Drive,5,130000.0,120000.0,125000.0,0.003399972800217598,1.985981308411215,Fast,Long,Premium,0,0,0,3
Rolls-Royce Spectre ,100 kWh useable battery          Expected from November 2023,4.5,250.0,455.0,220.0,540.0,All Wheel Drive,4,400000.0,350000.0,375000.0,0.0012133300977864058,2.0588235294117645,Fast,Long,Luxury,0,0,0,1
Aiways U6 ,60 kWh useable battery          Available since December 2022,7.0,160.0,350.0,171.0,430.0,Front Wheel Drive,5,47588.0,0.0,23794.0,0.014708972473208657,2.0348837209302326,Medium,Medium,Budget,1,1,1,0
Lotus Eletre ,107 kWh useable battery          Available since March 2023,4.5,250.0,520.0,206.0,1090.0,All Wheel Drive,5,95990.0,89500.0,92745.0,0.005606710801544002,2.5120772946859904,Fast,Very Long,Mid-range,0,0,3,2
Lotus Eletre R,107 kWh useable battery          Available since March 2023,2.8999999999999995,260.0,450.0,238.0,940.0,All Wheel Drive,5,150990.0,120000.0,135495.0,0.0033211312511070437,1.8828451882845187,Very Fast,Long,Premium,0,3,0,3
Audi Q8 e-tron 50 quattro,89 kWh useable battery          Available since December 2022,6.0,200.0,415.0,214.0,580.0,All Wheel Drive,5,74400.0,67800.0,71100.0,0.0058367674153668725,1.930232558139535,Medium,Long,Mid-range,0,1,0,2
Audi Q8 e-tron 55 quattro,106 kWh useable battery          Available since December 2022,5.6,200.0,495.0,214.0,670.0,All Wheel Drive,5,85300.0,77800.0,81550.0,0.006069821338794129,2.302325581395349,Medium,Long,Mid-range,0,1,0,2
Audi Q8 e-tron Sportback 50 quattro,89 kWh useable battery          Available since December 2022,6.0,200.0,440.0,202.0,610.0,All Wheel Drive,5,76650.0,70300.0,73475.0,0.0059883499373945236,2.167487684729064,Medium,Long,Mid-range,0,1,0,2
Audi Q8 e-tron Sportback 55 quattro,106 kWh useable battery          Available since December 2022,5.6,200.0,525.0,202.0,710.0,All Wheel Drive,5,87550.0,80300.0,83925.0,0.006255510807139623,2.586206896551724,Medium,Very Long,Mid-range,0,1,3,2
Audi SQ8 e-tron ,106 kWh useable battery          Expected from May 2023,4.5,210.0,445.0,238.0,600.0,All Wheel Drive,5,110000.0,98295.0,104147.5,0.004272745166757083,1.8619246861924685,Fast,Long,Premium,0,0,0,3
Audi SQ8 e-tron Sportback ,106 kWh useable battery          Expected from May 2023,4.5,210.0,470.0,226.0,630.0,All Wheel Drive,5,115000.0,100795.0,107897.5,0.0043559456340912985,2.0704845814977975,Fast,Long,Premium,0,0,0,3
Volvo EX90 Twin Motor,107 kWh useable battery          Available since December 2022,5.9,180.0,455.0,235.0,590.0,All Wheel Drive,7,105550.0,96255.0,100902.5,0.004509258846323467,1.9279661016949152,Medium,Long,Premium,0,1,0,3
Volvo EX90 Twin Motor Performance,107 kWh useable battery          Available since December 2022,4.9,180.0,440.0,243.0,570.0,All Wheel Drive,7,110650.0,100555.0,105602.5,0.00416652857149621,1.8032786885245902,Medium,Long,Premium,0,1,0,3
Mercedes EQB 250+,70.5 kWh useable battery          Available since November 2022,8.9,160.0,365.0,193.0,490.0,Front Wheel Drive,7,53978.0,0.0,26989.0,0.013523527232308262,1.8814432989690721,Medium,Medium,Budget,1,1,1,0
Toyota Proace City Verso Electric L1 50 kWh,46.3 kWh useable battery          Available since April 2022,11.2,135.0,210.0,220.0,330.0,Front Wheel Drive,5,37800.0,0.0,18900.0,0.011110523252737951,0.9502262443438914,Slow,Short,Budget,1,2,2,0
Toyota Proace City Verso Electric L2 50 kWh,46.3 kWh useable battery          Available since April 2022,11.2,135.0,205.0,226.0,330.0,Front Wheel Drive,7,40150.0,0.0,20075.0,0.010211197449691173,0.9030837004405287,Slow,Short,Budget,1,2,2,0
ORA Funky Cat 48 kWh,45.4 kWh useable battery          Available since November 2022,8.3,160.0,260.0,175.0,240.0,Front Wheel Drive,5,38990.0,31995.0,35492.5,0.007325284911321791,1.4772727272727273,Medium,Short,Budget,1,1,2,0
BYD ATTO 3 ,60 kWh useable battery          Available since August 2022,7.3,160.0,320.0,188.0,300.0,Front Wheel Drive,5,44625.0,36490.0,40557.5,0.00788983813503951,1.693121693121693,Medium,Medium,Budget,1,1,1,0
BYD TANG ,84 kWh useable battery          Available since August 2022,4.6,180.0,350.0,240.0,330.0,All Wheel Drive,7,71400.0,0.0,35700.0,0.009803646956667881,1.4522821576763485,Medium,Medium,Budget,0,1,1,0
BYD HAN ,83 kWh useable battery          Available since March 2023,3.9,180.0,465.0,178.0,450.0,All Wheel Drive,5,70805.0,0.0,35402.5,0.013134294631886678,2.5977653631284916,Medium,Long,Budget,0,1,0,0
BMW i4 eDrive35,67 kWh useable battery          Available since November 2022,6.0,190.0,400.0,168.0,540.0,Rear Wheel Drive,5,56500.0,49995.0,53247.5,0.007511948693390424,2.366863905325444,Medium,Medium,Mid-range,2,1,1,2
NIO ET5 75 kWh,70.5 kWh useable battery          Available since December 2022,4.0,200.0,395.0,178.0,530.0,All Wheel Drive,5,59500.0,0.0,29750.0,0.01327686464320527,2.206703910614525,Medium,Medium,Budget,0,1,1,0
NIO ET5 100 kWh,90 kWh useable battery          Available since December 2022,4.0,200.0,495.0,182.0,520.0,All Wheel Drive,5,68500.0,0.0,34250.0,0.01445213278444425,2.7049180327868854,Medium,Long,Budget,0,1,0,0
NIO EL7 75 kWh,70.5 kWh useable battery          Available since December 2022,3.9,200.0,340.0,207.0,460.0,All Wheel Drive,5,85900.0,0.0,42950.0,0.00791599729924798,1.6346153846153846,Medium,Medium,Budget,0,1,1,0
NIO EL7 100 kWh,90 kWh useable battery          Available since December 2022,3.9,200.0,430.0,209.0,450.0,All Wheel Drive,5,94900.0,0.0,47450.0,0.009061979726454658,2.0476190476190474,Medium,Long,Budget,0,1,0,0
Abarth 500e Scorpionissima,37.3 kWh useable battery          Available since January 2023,7.0,155.0,225.0,166.0,370.0,Front Wheel Drive,4,43000.0,36000.0,39500.0,0.005696058327637275,1.347305389221557,Medium,Short,Budget,1,1,2,0
DS 3 E-Tense,50.8 kWh useable battery          Available since November 2022,9.0,150.0,300.0,169.0,480.0,Front Wheel Drive,5,40540.0,37200.0,38870.0,0.007717835918808366,1.7647058823529411,Slow,Short,Budget,1,2,2,0
Opel Astra Electric,50.8 kWh useable battery          Expected from May 2023,8.5,170.0,310.0,164.0,500.0,Front Wheel Drive,5,40000.0,36000.0,38000.0,0.008157680061051026,1.878787878787879,Medium,Medium,Budget,1,1,1,0
Opel Astra Sports Tourer Electric,50.8 kWh useable battery          Expected from May 2023,8.5,170.0,300.0,169.0,480.0,Front Wheel Drive,5,42000.0,37000.0,39500.0,0.0075947444368497,1.7647058823529411,Medium,Short,Budget,1,1,2,0
Jeep Avenger Electric 1st Edition,50.8 kWh useable battery          Available since January 2023,9.0,150.0,295.0,172.0,470.0,Front Wheel Drive,5,39900.0,36500.0,38200.0,0.007722310934268737,1.7052023121387283,Slow,Short,Budget,1,2,2,0
Mercedes EQS SUV 500 4MATIC,108.4 kWh useable battery          Available since December 2022,5.2,210.0,485.0,224.0,630.0,All Wheel Drive,7,124545.0,0.0,62272.5,0.007788224525681068,2.1555555555555554,Fast,Long,Mid-range,0,0,0,2
Volvo XC40 Recharge Single Motor,66 kWh useable battery          Available since December 2022,7.3,180.0,345.0,191.0,420.0,Rear Wheel Drive,5,47500.0,46505.0,47002.5,0.007339878945184933,1.796875,Medium,Medium,Budget,2,1,1,0
Volvo XC40 Recharge Single Motor ER,79 kWh useable battery          Available since December 2022,7.3,180.0,405.0,195.0,600.0,Rear Wheel Drive,5,53000.0,0.0,26500.0,0.01528244217199351,2.066326530612245,Medium,Long,Budget,2,1,0,0
Volvo XC40 Recharge Twin Motor,79 kWh useable battery          Available since December 2022,4.8,180.0,390.0,203.0,580.0,All Wheel Drive,5,59950.0,51755.0,55852.5,0.006982552570564065,1.911764705882353,Medium,Medium,Mid-range,0,1,1,2
Volvo C40 Recharge Single Motor,66 kWh useable battery          Available since December 2022,7.3,180.0,355.0,186.0,430.0,Rear Wheel Drive,5,47500.0,48355.0,47927.5,0.007406866478191472,1.8983957219251337,Medium,Medium,Budget,2,1,1,0
Volvo C40 Recharge Single Motor ER,79 kWh useable battery          Available since December 2022,7.3,180.0,420.0,188.0,630.0,Rear Wheel Drive,5,54450.0,0.0,27225.0,0.015426430617791817,2.2222222222222223,Medium,Long,Budget,2,1,0,0
Volvo C40 Recharge Twin Motor,79 kWh useable battery          Available since December 2022,4.7,180.0,400.0,198.0,600.0,All Wheel Drive,5,61400.0,53605.0,57502.5,0.006956098324449816,2.0100502512562812,Medium,Medium,Mid-range,0,1,1,2
Renault Kangoo E-Tech Electric,44 kWh useable battery          Available since December 2022,12.6,132.0,215.0,205.0,230.0,Front Wheel Drive,5,39300.0,0.0,19650.0,0.010940919037199124,1.0436893203883495,Slow,Short,Budget,1,2,2,0
Maserati GranTurismo Folgore,83 kWh useable battery          Expected from June 2023,2.7,320.0,425.0,195.0,990.0,All Wheel Drive,4,250000.0,200000.0,225000.0,0.0018888804938644718,2.1683673469387754,Very Fast,Long,Luxury,0,3,0,1
Seres 3 ,51 kWh useable battery          Available since October 2021,8.9,155.0,260.0,196.0,240.0,Front Wheel Drive,5,0.0,0.0,0.0,260.0,1.3197969543147208,Medium,Short,,1,1,2,4
VinFast VF 8 Eco Standard Range,82 kWh useable battery          Expected from May 2023,5.9,200.0,405.0,202.0,560.0,All Wheel Drive,5,61700.0,0.0,30850.0,0.013127613367475933,1.9950738916256157,Medium,Long,Budget,0,1,0,0
VinFast VF 8 Eco Extended Range,87.7 kWh useable battery          Expected from May 2023,5.9,200.0,425.0,206.0,550.0,All Wheel Drive,5,63850.0,0.0,31925.0,0.013312034078807242,2.0531400966183573,Medium,Long,Budget,0,1,0,0
VinFast VF 8 Plus Standard Range,82 kWh useable battery          Expected from May 2023,5.5,200.0,400.0,205.0,560.0,All Wheel Drive,5,68700.0,0.0,34350.0,0.011644493610084131,1.941747572815534,Medium,Medium,Budget,0,1,1,0
VinFast VF 8 Plus Extended Range,87.7 kWh useable battery          Expected from May 2023,5.5,200.0,425.0,206.0,550.0,All Wheel Drive,5,72500.0,0.0,36250.0,0.011723814515461643,2.0531400966183573,Medium,Long,Budget,0,1,0,0
VinFast VF 9 Standard Range,92 kWh useable battery          Expected from June 2023,6.5,200.0,400.0,230.0,540.0,All Wheel Drive,7,82250.0,0.0,41125.0,0.009726207265476827,1.7316017316017316,Medium,Medium,Budget,0,1,1,0
VinFast VF 9 Extended Range,123 kWh useable battery          Expected from June 2023,6.5,200.0,520.0,237.0,520.0,All Wheel Drive,7,89800.0,0.0,44900.0,0.011581033829981515,2.1848739495798317,Medium,Very Long,Budget,0,1,3,0
Jaguar I-Pace EV400,84.7 kWh useable battery          Available since January 2023,4.8,200.0,380.0,223.0,360.0,All Wheel Drive,5,92400.0,69995.0,81197.5,0.004679889406824018,1.6964285714285714,Medium,Medium,Mid-range,0,1,1,2
Dacia Spring Electric 65 Extreme,25 kWh useable battery          Available since January 2023,13.7,125.0,160.0,156.0,170.0,Front Wheel Drive,4,24550.0,0.0,12275.0,0.013033561420658195,1.019108280254777,Slow,Short,Budget,1,2,2,0
ORA Funky Cat 63 kWh,59.3 kWh useable battery          Available since April 2023,8.2,160.0,340.0,174.0,240.0,Front Wheel Drive,5,44490.0,0.0,22245.0,0.015283646498246876,1.9428571428571428,Medium,Medium,Budget,1,1,1,0
ORA Funky Cat GT,59.3 kWh useable battery          Available since April 2023,8.2,160.0,330.0,180.0,230.0,Front Wheel Drive,5,49490.0,0.0,24745.0,0.013335488563808293,1.8232044198895028,Medium,Medium,Budget,1,1,1,0
Jeep Avenger Electric ,50.8 kWh useable battery          Available since January 2023,9.0,150.0,300.0,169.0,480.0,Front Wheel Drive,5,37000.0,34800.0,35900.0,0.008356313194618534,1.7647058823529411,Slow,Short,Budget,1,2,2,0
Polestar 2 Standard Range Single Motor,67 kWh useable battery          Available since January 2023,6.4,205.0,385.0,174.0,620.0,Rear Wheel Drive,5,50775.0,44950.0,47862.5,0.008043707626897323,2.2,Fast,Medium,Budget,2,0,1,0
Polestar 2 Long Range Single Motor,78 kWh useable battery          Available since January 2023,6.2,205.0,440.0,177.0,680.0,Rear Wheel Drive,5,54475.0,48950.0,51712.5,0.008508416564340066,2.4719101123595504,Fast,Long,Mid-range,2,0,0,2
Polestar 2 Long Range Dual Motor,78 kWh useable battery          Available since January 2023,4.5,205.0,420.0,186.0,650.0,All Wheel Drive,5,58775.0,52950.0,55862.5,0.007518325919428607,2.2459893048128343,Fast,Long,Mid-range,0,0,0,2
Polestar 2 Long Range Performance,78 kWh useable battery          Available since January 2023,4.2,205.0,410.0,190.0,630.0,All Wheel Drive,5,65275.0,57950.0,61612.5,0.006654385808304998,2.1465968586387434,Fast,Long,Mid-range,0,0,0,2
XPENG P7 RWD Long Range,82.7 kWh useable battery          Available since February 2023,6.7,200.0,500.0,165.0,700.0,Rear Wheel Drive,5,0.0,0.0,0.0,500.0,3.0120481927710845,Medium,Long,,2,1,0,4
XPENG P7 AWD Performance,82.7 kWh useable battery          Available since February 2023,4.1,200.0,470.0,176.0,650.0,All Wheel Drive,5,0.0,0.0,0.0,470.0,2.6553672316384183,Medium,Long,,0,1,0,4
XPENG P7 Wing Edition,82.7 kWh useable battery          Available since February 2023,4.1,200.0,465.0,178.0,650.0,All Wheel Drive,5,0.0,0.0,0.0,465.0,2.5977653631284916,Medium,Long,,0,1,0,4
XPENG G9 RWD Standard Range,75 kWh useable battery          Available since February 2023,6.4,200.0,375.0,200.0,780.0,Rear Wheel Drive,5,0.0,0.0,0.0,375.0,1.8656716417910448,Medium,Medium,,2,1,1,4
XPENG G9 RWD Long Range,94 kWh useable battery          Available since February 2023,6.4,200.0,470.0,200.0,980.0,Rear Wheel Drive,5,0.0,0.0,0.0,470.0,2.3383084577114426,Medium,Long,,2,1,0,4
XPENG G9 AWD Long Range,94 kWh useable battery          Available since February 2023,3.9,200.0,440.0,214.0,920.0,All Wheel Drive,5,0.0,0.0,0.0,440.0,2.046511627906977,Medium,Long,,0,1,0,4
Mini Cooper SE Convertible,28.9 kWh useable battery          Available since April 2023,8.2,150.0,170.0,170.0,240.0,Front Wheel Drive,4,60000.0,52500.0,56250.0,0.003022168494782315,0.9941520467836257,Slow,Short,Mid-range,1,2,2,2
Volkswagen ID.4 GTX,77 kWh useable battery          Available since July 2022,6.3,180.0,400.0,193.0,560.0,All Wheel Drive,5,53255.0,52865.0,53060.0,0.007538493432087597,2.0618556701030926,Medium,Medium,Mid-range,0,1,1,2
Hyundai Kona Electric 48 kWh,48.4 kWh useable battery          Expected from September 2023,10.0,155.0,300.0,161.0,290.0,Front Wheel Drive,5,40000.0,35000.0,37500.0,0.007999786672355404,1.8518518518518519,Medium,Short,Budget,1,1,2,0
Hyundai Kona Electric 65 kWh,65.4 kWh useable battery          Expected from September 2023,8.0,167.0,400.0,164.0,410.0,Front Wheel Drive,5,48000.0,40000.0,44000.0,0.009090702484034454,2.4242424242424243,Medium,Medium,Budget,1,1,1,0
Volkswagen ID.3 Pro,58 kWh useable battery          Available since March 2023,7.3,160.0,350.0,166.0,450.0,Rear Wheel Drive,5,39995.0,35000.0,37497.5,0.009333706681600598,2.095808383233533,Medium,Medium,Budget,2,1,1,0
Volkswagen ID.3 Pro S - 4 Seats,77 kWh useable battery          Available since March 2023,7.9,160.0,455.0,169.0,680.0,Rear Wheel Drive,4,47595.0,43000.0,45297.5,0.01004448270914048,2.676470588235294,Medium,Long,Budget,2,1,0,0
Kia EV9 99.8 kWh RWD,99.8 kWh useable battery          Expected from September 2023,9.4,180.0,460.0,217.0,870.0,Rear Wheel Drive,7,65000.0,60000.0,62500.0,0.00735988224188413,2.110091743119266,Medium,Long,Mid-range,2,1,0,2
Kia EV9 99.8 kWh AWD,99.8 kWh useable battery          Expected from September 2023,5.3,180.0,450.0,222.0,850.0,All Wheel Drive,7,70000.0,65000.0,67500.0,0.006666567902697738,2.0179372197309418,Medium,Long,Mid-range,0,1,0,2
Maxus MIFA 9 ,90 kWh useable battery          Available since February 2023,9.2,180.0,345.0,261.0,290.0,Front Wheel Drive,7,0.0,64306.0,32153.0,0.01072961373390558,1.316793893129771,Medium,Medium,Budget,1,1,1,0
BMW i7 M70 xDrive,101.7 kWh useable battery          Expected from September 2023,3.7,250.0,490.0,208.0,730.0,All Wheel Drive,5,200000.0,175000.0,187500.0,0.0026133193956298898,2.3444976076555024,Fast,Long,Luxury,0,0,0,1
Volkswagen ID.7 Pro,77 kWh useable battery          Expected from October 2023,8.0,180.0,470.0,164.0,700.0,Rear Wheel Drive,5,55000.0,53000.0,54000.0,0.008703542526990241,2.8484848484848486,Medium,Long,Mid-range,2,1,0,2
Volkswagen ID.7 Pro S,86 kWh useable battery          Expected from October 2023,7.0,180.0,520.0,165.0,800.0,Rear Wheel Drive,5,60000.0,56000.0,58000.0,0.008965362666160928,3.1325301204819276,Medium,Very Long,Mid-range,2,1,3,2
Polestar 4 Long Range Single Motor,94 kWh useable battery          Expected from February 2024,7.4,180.0,510.0,184.0,760.0,Rear Wheel Drive,5,60000.0,55000.0,57500.0,0.008869410966765795,2.7567567567567566,Medium,Very Long,Mid-range,2,1,3,2
Polestar 4 Long Range Dual Motor,94 kWh useable battery          Expected from February 2024,3.8,200.0,475.0,198.0,710.0,All Wheel Drive,5,65000.0,60000.0,62500.0,0.007599878401945569,2.386934673366834,Medium,Long,Mid-range,0,1,0,2
Maserati Grecale Folgore,95 kWh useable battery          Expected from September 2023,4.1,220.0,405.0,235.0,440.0,All Wheel Drive,5,0.0,135000.0,67500.0,0.005999911112427964,1.7161016949152543,Fast,Long,Mid-range,0,0,0,2
Opel Ampera-e ,Battery Electric Vehicle |       58 kWh ,7.3,150.0,335.0,173.0,210.0,Front Wheel Drive,5,42990.0,0.0,21495.0,0.015584294752512095,1.9252873563218391,Slow,Medium,Budget,1,2,1,0
Renault Kangoo Maxi ZE 33,Battery Electric Vehicle |       31 kWh ,22.4,130.0,160.0,194.0,0.0,Front Wheel Drive,5,0.0,31680.0,15840.0,0.010100372451234138,0.8205128205128205,Slow,Short,Budget,1,2,2,0
Audi e-tron Sportback 55 quattro,Battery Electric Vehicle |       86.5 kWh,5.7,200.0,375.0,231.0,600.0,All Wheel Drive,5,0.0,79900.0,39950.0,0.009386498460614252,1.6163793103448276,Medium,Medium,Budget,0,1,1,0
Nissan e-NV200 Evalia ,Battery Electric Vehicle |       36 kWh ,14.0,123.0,165.0,218.0,170.0,Front Wheel Drive,7,43433.0,30255.0,36844.0,0.004478219568462478,0.7534246575342466,Slow,Short,Budget,1,2,2,0
Volkswagen ID.3 Pure Performance,Battery Electric Vehicle |       45 kWh,8.9,160.0,275.0,164.0,260.0,Rear Wheel Drive,5,31960.0,27120.0,29540.0,0.009309095832910192,1.6666666666666667,Medium,Short,Budget,2,1,2,0
BMW i3 120 Ah,Battery Electric Vehicle |       37.9 kWh,7.3,150.0,235.0,161.0,270.0,Rear Wheel Drive,4,39000.0,31305.0,35152.5,0.006684967357446627,1.4506172839506173,Slow,Short,Budget,2,2,2,0
DS 3 Crossback E-Tense,Battery Electric Vehicle |       45 kWh ,8.7,150.0,250.0,180.0,330.0,Front Wheel Drive,5,30040.0,31500.0,30770.0,0.008124532839361737,1.3812154696132597,Slow,Short,Budget,1,2,2,0
BMW i3s 120 Ah,Battery Electric Vehicle |       37.9 kWh,6.9,160.0,230.0,165.0,260.0,Rear Wheel Drive,4,42600.0,32305.0,37452.5,0.006140948108988479,1.3855421686746987,Medium,Short,Budget,2,1,2,0
Sono Sion ,Battery Electric Vehicle |       47 kWh ,9.0,140.0,260.0,181.0,310.0,Front Wheel Drive,5,25500.0,0.0,12750.0,0.02039055760332523,1.4285714285714286,Slow,Short,Budget,1,2,2,0
Hyundai IONIQ Electric,Battery Electric Vehicle |       38.3 kWh,9.7,165.0,250.0,153.0,220.0,Front Wheel Drive,5,35350.0,30550.0,32950.0,0.007587023155594671,1.6233766233766234,Medium,Short,Budget,1,1,2,0
Lightyear One ,Battery Electric Vehicle |       60 kWh ,10.0,150.0,575.0,104.0,540.0,All Wheel Drive,5,149000.0,0.0,74500.0,0.007718017207822714,5.476190476190476,Slow,Very Long,Mid-range,0,2,3,2
Tesla Roadster ,Battery Electric Vehicle |       200 kWh ,2.1000000000000005,410.0,970.0,206.0,920.0,All Wheel Drive,4,215000.0,189000.0,202000.0,0.004801956425958287,4.685990338164252,Very Fast,Very Long,Luxury,0,3,3,1
Honda e ,Battery Electric Vehicle |       28.5 kWh ,9.0,145.0,170.0,168.0,190.0,Rear Wheel Drive,4,33850.0,27660.0,30755.0,0.005527376772011965,1.0059171597633136,Slow,Short,Budget,2,2,2,0
CUPRA Born 110 kW - 55 kWh,Battery Electric Vehicle |       45 kWh,8.9,160.0,275.0,164.0,440.0,Rear Wheel Drive,5,32700.000000000004,28500.0,30600.0,0.008986634423711644,1.6666666666666667,Medium,Short,Budget,2,1,2,0
Skoda Enyaq iV 50,Battery Electric Vehicle |       52 kWh,11.3,160.0,295.0,176.0,240.0,Rear Wheel Drive,5,33800.0,0.0,16900.0,0.01745458848588841,1.6666666666666667,Medium,Short,Budget,2,1,2,0
SEAT Mii Electric ,Battery Electric Vehicle |       32.3 kWh,12.3,130.0,205.0,158.0,170.0,Front Wheel Drive,4,24650.0,0.0,12325.0,0.016631510627940937,1.2893081761006289,Slow,Short,Budget,1,2,2,0
MG ZS EV,Battery Electric Vehicle |       42.5 kWh ,8.2,140.0,220.0,193.0,260.0,Front Wheel Drive,5,31990.0,25995.0,28992.5,0.007587907634469795,1.134020618556701,Slow,Short,Budget,1,2,2,0
Volkswagen ID.3 Pro S,Battery Electric Vehicle |       77 kWh,7.9,160.0,450.0,171.0,550.0,Rear Wheel Drive,4,41995.0,38800.0,40397.5,0.011139027439137592,2.616279069767442,Medium,Long,Budget,2,1,0,0
Audi e-tron 50 quattro,Battery Electric Vehicle |       64.7 kWh,6.8,190.0,280.0,231.0,470.0,All Wheel Drive,5,69100.0,60600.0,64850.0,0.0043175895514332855,1.206896551724138,Medium,Short,Mid-range,0,1,2,2
Smart EQ forfour ,Battery Electric Vehicle |       16.7 kWh ,12.7,130.0,95.0,176.0,0.0,Rear Wheel Drive,4,19120.0,19795.0,19457.5,0.004882185163296246,0.536723163841808,Slow,Short,Budget,2,2,2,0
Byton M-Byte 72 kWh 2WD,Battery Electric Vehicle |       72 kWh ,7.5,190.0,325.0,222.0,420.0,Rear Wheel Drive,5,53500.0,50000.0,51750.0,0.0062800718826689335,1.4573991031390134,Medium,Medium,Mid-range,2,1,1,2
Byton M-Byte 95 kWh 4WD,Battery Electric Vehicle |       95 kWh ,5.5,190.0,390.0,244.0,460.0,All Wheel Drive,5,64000.0,60000.0,62000.0,0.006290221125465718,1.5918367346938775,Medium,Medium,Mid-range,0,1,1,2
Renault Zoe ZE40 R110,Battery Electric Vehicle |       41 kWh,11.4,135.0,255.0,161.0,230.0,Front Wheel Drive,5,29990.0,0.0,14995.0,0.017004534542544678,1.5740740740740742,Slow,Short,Budget,1,2,2,0
Audi e-tron Sportback 50 quattro,Battery Electric Vehicle |       64.7 kWh,6.8,190.0,295.0,219.0,490.0,All Wheel Drive,5,71350.0,69100.0,70225.0,0.00420072337880557,1.3409090909090908,Medium,Short,Mid-range,0,1,2,2
Tesla Cybertruck Single Motor,Battery Electric Vehicle |       100 kWh ,7.0,180.0,390.0,256.0,740.0,Rear Wheel Drive,7,45000.0,39000.0,42000.0,0.009285493202542797,1.517509727626459,Medium,Medium,Budget,2,1,1,0
Tesla Cybertruck Dual Motor,Battery Electric Vehicle |       120 kWh ,5.0,190.0,460.0,261.0,710.0,All Wheel Drive,7,55000.0,48000.0,51500.0,0.008931865400671831,1.7557251908396947,Medium,Long,Mid-range,0,1,0,2
Tesla Cybertruck Tri Motor,Battery Electric Vehicle |       200 kWh ,3.0,210.0,750.0,267.0,710.0,All Wheel Drive,7,75000.0,68000.0,71500.0,0.010489363785121886,2.798507462686567,Fast,Very Long,Mid-range,0,0,3,2
Audi e-tron 55 quattro,Battery Electric Vehicle |       86.5 kWh,5.7,200.0,365.0,237.0,590.0,All Wheel Drive,5,0.0,71500.0,35750.0,0.01020950462924114,1.5336134453781514,Medium,Medium,Budget,0,1,1,0
Audi e-tron S 55 quattro,Battery Electric Vehicle |       86.5 kWh,4.5,210.0,320.0,270.0,510.0,All Wheel Drive,5,93800.0,87000.0,90400.0,0.0035397838519485403,1.1808118081180812,Fast,Medium,Mid-range,0,0,1,2
Audi e-tron S Sportback 55 quattro,Battery Electric Vehicle |       86.5 kWh,4.5,210.0,335.0,258.0,540.0,All Wheel Drive,5,96050.0,88700.0,92375.0,0.003626483069195462,1.2934362934362935,Fast,Medium,Mid-range,0,0,1,2
Volkswagen ID.4 1st,Battery Electric Vehicle |       77 kWh,8.5,160.0,410.0,188.0,500.0,Rear Wheel Drive,5,0.0,40800.0,20400.0,0.020097054065977157,2.1693121693121693,Medium,Long,Budget,2,1,0,0
Byton M-Byte 95 kWh 2WD,Battery Electric Vehicle |       95 kWh ,7.5,190.0,400.0,238.0,480.0,Rear Wheel Drive,5,62000.0,57500.0,59750.0,0.006694448628474837,1.6736401673640167,Medium,Medium,Mid-range,2,1,1,2
Fiat 500e Cabrio,Battery Electric Vehicle |       37.3 kWh ,9.0,150.0,245.0,152.0,410.0,Front Wheel Drive,4,30560.0,26645.0,28602.5,0.008565385354939082,1.6013071895424837,Slow,Short,Budget,1,2,2,0
Skoda Enyaq iV 80X,Battery Electric Vehicle |       77 kWh,6.9,160.0,405.0,190.0,500.0,All Wheel Drive,5,47000.0,42000.0,44500.0,0.009100919080470102,2.1204188481675392,Medium,Long,Budget,0,1,0,0
Kia e-Soul 39 kWh,Battery Electric Vehicle |       39.2 kWh,9.9,157.0,230.0,170.0,220.0,Front Wheel Drive,5,33990.0,0.0,16995.0,0.013532595904918805,1.345029239766082,Medium,Short,Budget,1,1,2,0
Nissan Ariya e-4ORCE 63kWh,Battery Electric Vehicle |       63 kWh,5.9,200.0,325.0,194.0,440.0,All Wheel Drive,5,50000.0,45000.0,47500.0,0.006841961221869013,1.6666666666666667,Medium,Medium,Budget,0,1,1,0
Nissan Ariya e-4ORCE 87kWh,Battery Electric Vehicle |       87 kWh,5.7,200.0,420.0,207.0,500.0,All Wheel Drive,5,57500.0,52500.0,55000.0,0.007636224795912801,2.019230769230769,Medium,Long,Mid-range,0,1,0,2
Nissan Ariya e-4ORCE 87kWh Performance,Battery Electric Vehicle |       87 kWh,5.1,200.0,385.0,226.0,460.0,All Wheel Drive,5,65000.0,57500.0,61250.0,0.006285611663483045,1.696035242290749,Medium,Medium,Mid-range,0,1,1,2
